filename,label
,
notumor/Tr-noTr_0000.npy,0
notumor/Tr-noTr_0001.npy,0
notumor/Tr-noTr_0002.npy,0
notumor/Tr-noTr_0003.npy,0
notumor/Tr-noTr_0004.npy,0
notumor/Tr-noTr_0005.npy,0
notumor/Tr-noTr_0006.npy,0
notumor/Tr-noTr_0007.npy,0
notumor/Tr-noTr_0008.npy,0
notumor/Tr-noTr_0009.npy,0
notumor/Tr-no_0010.npy,0
notumor/Tr-no_0011.npy,0
notumor/Tr-no_0012.npy,0
notumor/Tr-no_0013.npy,0
notumor/Tr-no_0014.npy,0
notumor/Tr-no_0015.npy,0
notumor/Tr-no_0016.npy,0
notumor/Tr-no_0017.npy,0
notumor/Tr-no_0018.npy,0
notumor/Tr-no_0019.npy,0
notumor/Tr-no_0020.npy,0
notumor/Tr-no_0021.npy,0
notumor/Tr-no_0022.npy,0
notumor/Tr-no_0023.npy,0
notumor/Tr-no_0024.npy,0
notumor/Tr-no_0025.npy,0
notumor/Tr-no_0026.npy,0
notumor/Tr-no_0027.npy,0
notumor/Tr-no_0028.npy,0
notumor/Tr-no_0029.npy,0
notumor/Tr-no_0030.npy,0
notumor/Tr-no_0031.npy,0
notumor/Tr-no_0032.npy,0
notumor/Tr-no_0033.npy,0
notumor/Tr-no_0034.npy,0
notumor/Tr-no_0035.npy,0
notumor/Tr-no_0036.npy,0
notumor/Tr-no_0037.npy,0
notumor/Tr-no_0038.npy,0
notumor/Tr-no_0039.npy,0
notumor/Tr-no_0040.npy,0
notumor/Tr-no_0041.npy,0
notumor/Tr-no_0042.npy,0
notumor/Tr-no_0043.npy,0
notumor/Tr-no_0044.npy,0
notumor/Tr-no_0045.npy,0
notumor/Tr-no_0046.npy,0
notumor/Tr-no_0047.npy,0
notumor/Tr-no_0048.npy,0
notumor/Tr-no_0049.npy,0
notumor/Tr-no_0050.npy,0
notumor/Tr-no_0051.npy,0
notumor/Tr-no_0052.npy,0
notumor/Tr-no_0053.npy,0
notumor/Tr-no_0054.npy,0
notumor/Tr-no_0055.npy,0
notumor/Tr-no_0056.npy,0
notumor/Tr-no_0057.npy,0
notumor/Tr-no_0058.npy,0
notumor/Tr-no_0059.npy,0
notumor/Tr-no_0060.npy,0
notumor/Tr-no_0061.npy,0
notumor/Tr-no_0062.npy,0
notumor/Tr-no_0063.npy,0
notumor/Tr-no_0064.npy,0
notumor/Tr-no_0065.npy,0
notumor/Tr-no_0066.npy,0
notumor/Tr-no_0067.npy,0
notumor/Tr-no_0068.npy,0
notumor/Tr-no_0069.npy,0
notumor/Tr-no_0070.npy,0
notumor/Tr-no_0071.npy,0
notumor/Tr-no_0072.npy,0
notumor/Tr-no_0073.npy,0
notumor/Tr-no_0074.npy,0
notumor/Tr-no_0075.npy,0
notumor/Tr-no_0076.npy,0
notumor/Tr-no_0077.npy,0
notumor/Tr-no_0078.npy,0
notumor/Tr-no_0079.npy,0
notumor/Tr-no_0080.npy,0
notumor/Tr-no_0081.npy,0
notumor/Tr-no_0082.npy,0
